id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
797704529172622642,Beachplace Towers - Studio,475538413,Hailey,,Fort Lauderdale,26.1222488408136,-80.1051567080966,Private room,559,1,9,2024-06-05,0.40,16,263,4,
797726813709176905,"Family Pool Home. BBQ, Games, Privacy. 6m to Beach",8850957,Vanessa,,Fort Lauderdale,26.20025,-80.1196,Entire home/apt,1082,2,59,2024-11-11,2.54,22,341,24,
797742458055618967,Best Location ~ Walk to Las Olas ~ Pool!,76246433,James,,Fort Lauderdale,26.1206979,-80.1335648,Entire home/apt,250,120,8,2024-03-27,0.37,1,268,2,
797755332148771422,322 Cool Beach Studio,17469794,Valerie,,Hollywood,26.02837,-80.11537,Entire home/apt,60,1,11,2024-10-15,0.50,34,337,9,
797860037476968001,"Tropical Oasis: Pool, Hot Tub & Pool Table",26328116,Matthew,,Wilton Manors,26.15821,-80.15448,Entire home/apt,,2,64,2024-11-30,2.70,2,74,29,
797904098217104175,Private Escape w/King Beds & Heated Saltwater Pool,402408153,Muraca Properties,,Deerfield Beach,26.3086792,-80.0824604,Entire home/apt,554,3,28,2024-12-14,1.75,2,255,24,
797905322000253100,Metaverse Manor Hardrock Stadium,436015446,Stephanie,,Miramar,25.9862663,-80.24227619999999,Entire home/apt,,28,0,,,1,0,0,
797938100756442087,Bermuda Isles Villas #12,494329252,Joe,,Lauderdale By The Sea,26.194174,-80.096747,Entire home/apt,159,2,31,2024-12-09,1.37,27,307,15,
797940167967432233,Bermuda Isles Villas #19,494329252,Joe,,Lauderdale By The Sea,26.194174,-80.096747,Entire home/apt,120,2,18,2024-11-10,0.81,27,348,10,
797941958124629615,Bermuda Isles Villas #21,494329252,Joe,,Lauderdale By The Sea,26.194174,-80.096747,Entire home/apt,153,2,19,2024-12-04,0.84,27,322,9,
798025368830857088,"Private patio & grill, king bed",4246703,Matthew,,Fort Lauderdale,26.1411656,-80.12955649999999,Entire home/apt,141,2,103,2024-12-16,4.33,83,172,48,
798382818621262350,FuN HoUsE in the SUn- 5bed GAME Rm & In-Law Suite,480490507,"Sunshine Host,",,Fort Lauderdale,26.14409,-80.16387,Entire home/apt,304,2,3,2024-07-01,0.14,5,308,2,
798396140891509654,Party GaMiNg 5 bed House Near Beach w/studio,480490507,"Sunshine Host,",,Fort Lauderdale,26.14402,-80.16443,Entire home/apt,520,1,0,,,5,270,0,
798466333308560103,Home in Fort Lauderdale W/Heated pool,384296434,Lind,,Fort Lauderdale,26.15198,-80.13499,Entire home/apt,475,1,91,2024-12-22,3.82,1,209,47,
798540588745704564,2009 Sunshine Manors,133608685,Brooke & Rich,,Wilton Manors,26.1599943,-80.1206346,Entire home/apt,310,3,7,2023-10-23,0.33,18,302,0,
798557141491324463,Tropical Retreat heated Salt water pool home,64033785,Christine,,Pompano Beach,26.22906,-80.09901,Entire home/apt,390,3,15,2024-12-01,0.66,1,261,8,
798666939679494925,Perfect 1 bedroom apt 4 guests,462398273,Dream,,Hollywood,25.989,-80.1191,Entire home/apt,280,4,0,,,24,274,0,
798687008236675664,Modern 2 bedrooms apt,462398273,Dream,,Hollywood,25.9881534,-80.11830069999999,Private room,358,4,0,,,24,252,0,
798698996071538047,3 BR Apartment with Amazing Pools+ Gym,381224394,Stay Sol,,Hollywood,25.98704,-80.12064,Entire home/apt,445,4,10,2024-05-12,0.44,31,310,1,
798706236762728350,Sophisticated Beach Lovers Paradise,34345742,"Bill, Heidi & Hebi",,Hallandale Beach,25.977924378479795,-80.12036105692677,Entire home/apt,240,30,1,2023-02-23,0.04,12,67,0,
798708007732042617,Amazing 2 bedrooms apartment,462398273,Dream,,Hollywood,25.98902,-80.11926,Entire home/apt,336,4,0,,,24,300,0,
798719345023127855,Beautiful apt with 2 bedrooms,462398273,Dream,,Hollywood,25.98962,-80.11863,Entire home/apt,314,4,1,2024-10-22,0.45,24,217,1,
799123874778249466,Suite5 men only clothing-optional by Wilton Manors,32571050,Abey,,Fort Lauderdale,26.14966,-80.14402,Private room,220,3,0,,,5,327,0,
799123879966229671,Suite4 men only clothing-optional by Wilton Manors,32571050,Abey,,Fort Lauderdale,26.148837,-80.1433279,Private room,220,3,2,2023-03-17,0.09,5,328,0,
799128262794709950,Best Studio in Hallandale Beach No Cleaning Fee,494782488,Jude,,Hallandale Beach,25.9913167,-80.1556469,Entire home/apt,67,1,2,2023-10-07,0.10,1,113,0,
799175481378856202,Beautiful South Florida Home,494793110,Dakari,,Coconut Creek,26.29205,-80.18775,Private room,,1,1,2023-02-19,0.04,3,89,0,
799189413199224319,YDS * Best Amenities in Town *,243727762,Nyree,,Pompano Beach,26.23056,-80.11852,Entire home/apt,345,1,0,,,5,346,0,
799199798401208291,Pool View Suite (Monthly Only),185864106,Brent,,Fort Lauderdale,26.09306,-80.19779,Private room,45,28,9,2024-05-31,0.39,4,84,1,
799219187371113979,New 2 bedroom apartment,462398273,Dream,,Hollywood,25.99039,-80.11917,Private room,,4,0,,,24,302,0,
799240134638731617,Beautiful 2 Bedroom apt,462398273,Dream,,Hollywood,25.987,-80.11939,Private room,358,4,0,,,24,269,0,
799251448366947266,Amazing apartment with 2 bedrooms,462398273,Dream,,Hollywood,25.98698,-80.11914,Private room,381,4,0,,,24,272,0,
799349288010563514,Family Getaway | Minutes to Beach | Pets Welcome,150583478,Courtney,,Fort Lauderdale,26.1334484,-80.1251714,Entire home/apt,585,3,15,2024-12-01,0.68,3,109,10,
799413639281908808,•Floasis• Your private FL oasis 5 min to beach!,100851239,Cristina,,Pompano Beach,26.22949,-80.10714,Entire home/apt,459,3,90,2024-12-09,3.94,3,274,42,
799420381179406350,Luxury Amenities: Infinity Pool+ Gym+ Hot Tub,381224394,Stay Sol,,Hollywood,25.98707,-80.12029,Entire home/apt,412,4,4,2024-09-01,0.18,31,346,2,
799497537321611965,Hard Rock Inspired Rock'nHome,385872367,Emily,,Hollywood,26.0682,-80.18729,Entire home/apt,764,1,4,2024-02-19,0.18,2,365,1,
799518862755995951,Charming FLL Guest Suite in Quiet Neighborhood,163626113,Alexis,,Fort Lauderdale,26.09309,-80.15388,Entire home/apt,103,2,86,2024-12-22,3.89,1,23,32,
799591598558360460,"North Lauderdale, Private Room",78548482,Ana,,North Lauderdale,26.20347,-80.22018,Private room,93,1,7,2023-03-19,0.30,1,238,0,
800005134002223465,Waves On Walnut # 2-Beach access,129558938,Mara,,Hollywood,26.0510443,-80.11343629999999,Entire home/apt,261,1,14,2024-11-05,0.63,14,308,7,
800014425443181655,Beach Area Huge Home 7bd heated pool bbq laundry,138232810,Jim,,Deerfield Beach,26.32325,-80.09267,Entire home/apt,584,3,5,2024-11-29,0.27,3,146,3,
800021411130569131,Waves On Walnut # 4-Beach access,129558938,Mara,,Hollywood,26.0510443,-80.11343629999999,Entire home/apt,338,1,12,2024-11-12,0.53,14,289,8,
800036434672900741,Waves On Walnut # 5-Beach access,129558938,Mara,,Hollywood,26.0510443,-80.11343629999999,Entire home/apt,261,1,14,2024-07-25,0.60,14,315,9,
800203777150428809,Elegant & Chic Condo Prime Location Run by Owners,275010936,Adriana Gabriela,,Fort Lauderdale,26.13012,-80.13291,Entire home/apt,301,1,124,2024-12-11,5.21,4,337,60,
800582254122606234,"Villa Anjali
Beautiful spacious villa, great area",310723748,Samantha,,Southwest Ranches,26.06082,-80.31722,Entire home/apt,429,2,0,,,1,126,0,
800585990260032906,Perfect Stay- Apartment - Bay View Balcony,20234196,Stay Sol,,Hollywood,26.01635,-80.11676,Entire home/apt,278,4,2,2023-02-14,0.09,384,341,0,
800628174357436242,Waves On Walnut # 2-Beach access,341732184,Vickie,,Hollywood,26.0510443,-80.11343629999999,Entire home/apt,220,2,1,2023-03-17,0.05,62,193,0,
800643656684308210,Modern 1 bedroom apartment,462398273,Dream,,Hallandale Beach,25.9871,-80.11789,Entire home/apt,269,4,0,,,24,270,0,
800644332841067894,Waves On Walnut # 4-Beach Access,341732184,Vickie,,Hollywood,26.0510443,-80.11343629999999,Entire home/apt,425,2,3,2024-07-13,0.13,62,174,1,
800648304559988775,Beautiful 1 bedroom apartment,462398273,Dream,,Hollywood,25.98966,-80.11911,Entire home/apt,269,4,0,,,24,269,0,
800650157721087377,"Poolhome on the canal, kayaks, hot tub, pool table",13564928,Juan,,Wilton Manors,26.15908,-80.12204,Entire home/apt,549,3,19,2024-12-13,0.86,8,312,13,
800657086490846355,Amazing 1 bedroom apartment,462398273,Dream,,Hollywood,25.98743,-80.11771,Entire home/apt,269,4,0,,,24,304,0,
800671488253617331,Waves On Walnut # 5-Beach Access,341732184,Vickie,,Hollywood,26.0510443,-80.11343629999999,Entire home/apt,199,2,5,2023-10-27,0.22,62,200,0,
800673384160563575,Beautiful Home/ 4 miles to Beach & FLL Airport,495170916,Dominique,,Fort Lauderdale,26.10549,-80.15321,Entire home/apt,206,1,64,2024-12-01,2.99,1,267,44,
800710214688632426,Perfect 1 bedroom apartment,462398273,Dream,,Hallandale Beach,25.98718,-80.11785,Entire home/apt,269,4,0,,,24,301,0,
800721671296430999,Oceanfront Suites,356782659,Samuel,,Hollywood,26.02174,-80.11549,Private room,402,1,2,2024-04-05,0.22,6,329,2,
800751468395425562,stunning 1 bedroom apartment,462398273,Dream,,Hollywood,25.98877,-80.11922,Entire home/apt,269,4,0,,,24,257,0,
800761023009342069,Amazing apartment for 4 guests,462398273,Dream,,Hollywood,25.9875,-80.11768,Entire home/apt,269,4,0,,,24,314,0,
800768002023166740,Modern 1 bedroom apartment,462398273,Dream,,Hollywood,25.98991,-80.11927,Entire home/apt,280,4,0,,,24,227,0,
800793216811948001,"Villa W/Heated Pool, 7min to Fort Lauderdale Beach",479245498,Aron,,Oakland Park,26.17065,-80.12613,Entire home/apt,908,1,36,2024-10-18,1.53,1,269,1,
800793626613031187,The Hollywood Hide-Away,326240984,Nick,,Hollywood,26.02521,-80.15984,Private room,,1,1,2023-03-18,0.05,1,180,0,
800812330388566056,Clean cozy studio!,495217723,Robina,,Pompano Beach,26.26101,-80.10211,Entire home/apt,,2,95,2024-12-13,4.00,1,1,48,
800988747017296991,NEW! Boho Chic Chateau Unit #1,38048165,Mercedes,,Hollywood,26.01557,-80.21545,Entire home/apt,181,2,22,2024-07-27,0.99,3,359,9,
801017964123026343,Cheerful small and cozy 1 bed-room,449642076,Juan,,Hollywood,26.03698,-80.22165,Private room,70,1,0,,,1,89,0,
801060200778933415,"Beautiful beachside home, heated tropical pool",88215668,Jill,,Fort Lauderdale,26.15961,-80.10105,Entire home/apt,710,4,19,2024-11-11,0.84,2,121,15,
801589881789029690,La Bella Vacations 4,495415669,Anabell,,Fort Lauderdale,26.105534,-80.1357709,Entire home/apt,104,1,93,2024-12-08,3.92,7,337,41,
801661422459139733,Superb Vacation Village at Weston Deluxe King 1 BR,14414051,Andre,,Weston,26.1269969,-80.37352039999999,Entire home/apt,146,5,0,,,1,150,0,
801692441593786864,Modern Chic Home w/POOL & KING BED on SALE!,480304269,Jake,,Oakland Park,26.19602,-80.14474,Entire home/apt,425,1,52,2024-12-05,2.18,1,97,27,
801777677065330877,Winter Deals! 10mins to FLL Beach - Las Olas,419528160,Su,,Fort Lauderdale,26.13949,-80.13454,Entire home/apt,328,1,97,2024-12-16,4.15,3,57,51,
801788512781481824,Luxury 1Br-Front Intracoastal View Balcony+ Pools,381224394,Stay Sol,,Hollywood,25.98707,-80.12029,Entire home/apt,240,4,2,2023-02-11,0.09,31,317,0,
801955843494120614,Private 1-BR Dania Beach Ste | Self Check-In,350684956,Kent,,Dania Beach,26.04137,-80.14173,Entire home/apt,58,30,20,2024-10-28,0.88,5,69,5,
802065106072059262,Tammy Faye Suite @ The Peacock (Gay-oriented),3310747,Garry,,Fort Lauderdale,26.14132,-80.13265,Entire home/apt,189,14,2,2023-03-31,0.09,5,269,0,
802089030728639050,Pool Home w/ Big Yard! 5BD,129392702,Maya,,Hollywood,26.0106043,-80.2308171,Entire home/apt,763,1,7,2024-04-14,0.31,8,343,1,
802106234890447748,Judy Garland Suite @ The Peacock (Gay-oriented),3310747,Garry,,Fort Lauderdale,26.14138,-80.13215,Entire home/apt,229,14,1,2023-11-27,0.08,5,246,0,
802146290158724180,Modern Beach Home 2022 Built,435884350,KFE Management,,Pompano Beach,26.24687,-80.08936,Entire home/apt,582,3,18,2024-08-04,0.78,22,353,10,
802163007852645579,The Brigitte Suite @ The Peacock (Gay-oriented),3310747,Garry,,Fort Lauderdale,26.14135,-80.13435,Entire home/apt,189,14,5,2024-02-03,0.23,5,285,2,
802168137012894394,Lovely Lake Getaway,214302416,Sarah,,Sunrise,26.17377,-80.3116,Entire home/apt,225,3,21,2024-11-29,0.93,2,336,8,
802177932702693519,The Marilyn Suite @ The Peacock (Gay-oriented),3310747,Garry,,Fort Lauderdale,26.1415,-80.13279,Entire home/apt,189,14,0,,,5,208,0,
802191305195328993,Insane Ocean View Balcony Beachfront Resort Pool,20234196,Stay Sol,,Hollywood,25.98747,-80.11816,Entire home/apt,331,4,9,2024-07-19,0.38,384,360,3,
802207452694760239,Perfect one bedroom apartment,462398273,Dream,,Hollywood,25.98974,-80.11921,Entire home/apt,280,4,0,,,24,302,0,
802224440299621348,Amazing apartment with 1 bedroom,462398273,Dream,,Hollywood,25.98861,-80.11926,Entire home/apt,280,4,0,,,24,245,0,
802227491381620779,stunning apt close to the beach,462398273,Dream,,Hollywood,25.98902,-80.11767,Entire home/apt,280,4,0,,,24,272,0,
802236573282714733,Stunning 2 bedrooms apartment,462398273,Dream,,Hollywood,25.98874,-80.11933,Private room,381,4,0,,,24,240,0,
802241810062480233,Modern apartment for 6 adults,462398273,Dream,,Hollywood,25.98967,-80.11931,Private room,358,4,0,,,24,283,0,
802252344435565972,Stunning apartment 2 bedrooms,462398273,Dream,,Hollywood,25.98896,-80.11778,Private room,358,4,0,,,24,271,0,
802255806675853940,Perfect 2 bedrooms apt with view,462398273,Dream,,Hollywood,25.9885,-80.11747,Private room,381,4,0,,,24,233,0,
802400469459611493,Casa Tropicana- Heated Pool & Mins from Beach,56585452,Monica,,Hallandale Beach,25.980345750162137,-80.15311867869856,Entire home/apt,550,3,40,2024-09-09,1.76,1,334,21,
802426921678199707,NEW! Penthouse Waterfront with Oceanview Renovated,1688983,Nicholette,,Fort Lauderdale,26.13623,-80.10847,Entire home/apt,364,3,9,2024-12-07,0.38,40,280,5,
802491540685559027,Tropical Retreat Pool House near The Beach,492199927,Ran,,Hollywood,26.02407,-80.17355,Entire home/apt,429,4,69,2024-12-09,3.09,1,306,36,
802786565176762697,Deerfield Beach! 10 min 2 beach Hot Tub Pool Table,117085097,Elliott And Kylie,,Deerfield Beach,26.30257,-80.10179,Entire home/apt,,2,70,2024-12-09,2.98,1,359,22,
802788695135565032,Resort across from the ocean,30787515,Brooke,,Pompano Beach,26.22071,-80.09237,Entire home/apt,148,2,0,,,14,32,0,
802940032668414320,Felicity - Prime Location w Stylish Design,305398901,Jane,,Fort Lauderdale,26.1347009,-80.12734809999999,Entire home/apt,196,2,4,2024-12-08,0.79,10,169,4,
802942828997007584,Luxury Waterfront Oasis - Perfect Location!,232283204,Eduardo,,Pompano Beach,26.22274,-80.11126,Entire home/apt,438,2,54,2024-12-02,2.32,5,261,30,
802963583524358555,Big room in a condominium.,203529000,Laura,,Miramar,25.98189,-80.2527,Private room,60,1,0,,,1,269,0,
803156442279261283,Sunny Retreat in Flamingo Suite!,16877259,Amy,,Pompano Beach,26.23081,-80.0918,Entire home/apt,132,3,74,2024-12-23,3.23,7,296,34,
803255434053330412,Beachfront Tropical Private Condo,319062969,Angelina,,Pompano Beach,26.2514,-80.08499,Entire home/apt,199,5,6,2024-01-05,0.25,2,21,1,
803394893121101844,Fort Lauderdale Condo Next to Beach,319062969,Angelina,,Fort Lauderdale,26.13767,-80.10596,Entire home/apt,250,5,0,,,2,7,0,
803399980149476069,Private Triplex Special Events~3 Units on 17th St!,86715580,Jenny,,Fort Lauderdale,26.09913,-80.14745,Entire home/apt,875,1,0,,,4,365,0,
803466633138355519,"Modern 1BR, apartment 5 mins from Hard Rock Guitar",446202578,Eloy,,Hollywood,26.04203738782153,-80.21795455366373,Private room,70,1,15,2023-05-08,0.65,1,357,0,
803531688764210819,The W Beachfront Condo Retreat,487017907,Blue Marlin,,Fort Lauderdale,26.1285827,-80.1039467,Entire home/apt,799,1,17,2024-10-14,0.80,6,134,6,
803533882260029950,Toucan Villa,52570685,Van,,Fort Lauderdale,26.1133834,-80.1588884,Entire home/apt,86,32,9,2024-10-22,0.40,2,299,4,
803601336929633563,Big and Comfy,495884804,Johnny,,Coconut Creek,26.29532,-80.1849347,Entire home/apt,400,3,8,2024-07-08,0.51,1,351,7,
803622156660214528,"Waterfront 5 Bed/5Bath Home-Pool, Dock, Las Olas",31852158,Jason,,Fort Lauderdale,26.11205,-80.12765,Entire home/apt,850,2,12,2024-11-04,0.54,6,254,6,
803733814774520579,House on Deerfield beach,494639331,Ana,,Deerfield Beach,26.28314,-80.11691,Entire home/apt,257,2,22,2024-07-28,0.97,1,357,10,
803757561944065651,High Floor with Stunning Views  Amazing Pools,20234196,Stay Sol,,Hollywood,25.9870383,-80.1206413,Entire home/apt,293,4,3,2023-03-17,0.13,384,315,0,
803770848629117951,50 Shades of Grey on the Canal STR-4500,156208082,Katrina,,Dania Beach,26.06532,-80.19715,Entire home/apt,685,1,82,2024-11-26,3.55,42,314,43,
804166810135096862,New and Blue  2 blocks to the beach,16877259,Amy,,Pompano Beach,26.2297599,-80.09266679999999,Entire home/apt,155,3,50,2024-12-22,2.22,7,262,22,
804178504465323930,Paradise Found - Luxury Studio,146615703,Amy,,Pompano Beach,26.2596839,-80.08421609999999,Entire home/apt,121,2,47,2024-12-11,2.01,7,294,19,
804369589769186753,Habitación para mujer sola,288534241,Claudia,,West Park,25.98033889003488,-80.1791728409355,Private room,61,1,0,,,1,364,0,
804381950582951671,Diane Oceanfront Suites,356782659,Samuel,,Hollywood,26.02174,-80.11547,Private room,,1,1,2024-02-26,0.10,6,346,1,
804383998324325293,Deluxe King Suite 2nd floor,356782659,Samuel,,Hollywood,26.01996,-80.11551,Private room,421,1,4,2024-01-03,0.25,6,346,1,
804384670041960405,Deluxe King Suite 2 nd floor,356782659,Samuel,,Hollywood,26.02042,-80.11474,Private room,400,1,16,2024-11-04,0.91,6,345,8,
804500781756163736,European Flair in Florida! Heated salt water pool,90136867,Sherry,,Deerfield Beach,26.29442917219169,-80.09260185062885,Entire home/apt,533,3,35,2024-11-30,1.48,7,267,14,
804544297388536314,Private room | Private Bath | No Cleaning fee,228343221,Ali,,Plantation,26.1419205808571,-80.24847653674757,Private room,65,1,4,2024-12-14,2.86,2,73,4,
804617390689528839,Wyndham 2 Bedroom - 3 Beds Condo - Palm Aire,421736649,Vanessa,,Pompano Beach,26.2262459,-80.15986579999999,Entire home/apt,209,7,2,2024-01-20,0.09,1,351,1,
805002771703725481,Cozy vacation Davie,262096620,Ronen,,Davie,26.050021,-80.215862,Entire home/apt,,1,60,2024-06-23,2.55,1,0,18,
805134176773047798,La Bella vacations 3,667864086,Princess Mae,,Fort Lauderdale,26.10627,-80.13458,Entire home/apt,97,1,91,2024-12-01,3.89,1,341,36,
805319563488503000,Walk To The Beach! Cozy Studio,31610674,Isaac,,Hallandale Beach,25.98699,-80.12394,Entire home/apt,134,1,26,2024-08-01,1.10,34,344,3,
805324654623839927,Botanical Home w Pool & Hot Tub Near Beach,63675237,Jordan & Emily,,Fort Lauderdale,26.12961,-80.12578,Entire home/apt,1177,1,7,2024-05-26,0.30,36,365,3,
805465875485049493,"""7 Chambers"" 7 bedrooms sleeps 20, large spacious pool home",162976422,Israel,,Cooper City,26.05292,-80.28414,Entire home/apt,830,31,0,,,4,90,0,
805466003638754843,"""The Stallion"" 2 private ponds perfect for fishing, sleeps12",162976422,Israel,,Cooper City,26.06424,-80.28828,Entire home/apt,770,3,3,2024-02-19,0.14,4,90,1,
805613903491677722,"Blueground | Miramar, gym & laundry, nr wf",107434423,Blueground,,Miramar,25.9626563,-80.3123882,Entire home/apt,,30,2,2023-09-20,0.12,18,1,0,
805725434705891990,The W Beachfront Condo Oasis,487017907,Blue Marlin,,Fort Lauderdale,26.1285827,-80.1039467,Entire home/apt,818,2,17,2024-12-02,0.81,6,121,4,
805758689416887561,Coco Loco Oasis w/Saline Pool Near Deerfield Beach,489858712,Claudia,,Deerfield Beach,26.3142519,-80.09384510000001,Entire home/apt,868,1,82,2024-12-13,3.51,5,326,44,
805772065325578707,Modern Condo Easy Access to the Beach at Hollywood,336050921,Enviro,,Hollywood,25.9868062,-80.1186497,Entire home/apt,319,2,49,2024-11-21,2.11,24,338,15,
805892055968013238,Lovely King Bed Apartment mins from Beach & Mall,77161023,Ricardo,,Fort Lauderdale,26.1336359,-80.1348584,Entire home/apt,91,1,44,2024-11-11,1.88,1,79,16,
805935912384044702,Habitación tipo estudio con entrada independiente,496455611,Iris,,Dania Beach,26.06273,-80.17701,Private room,68,2,83,2024-12-09,3.98,1,322,52,
806381631034673979,"20,000 sq Estate Home - Las Olas",31852158,Jason,,Fort Lauderdale,26.1173551,-80.1123961,Entire home/apt,4000,2,1,2023-07-24,0.06,6,330,0,
806505566646476378,1 Mile to Beach - Heated Pool - FirePit - Pets Ok,381237911,Omar,,Pompano Beach,26.23655,-80.09947,Entire home/apt,713,3,64,2024-12-09,2.73,1,350,35,
806541671598483516,"Charming 2 BR in Victoria Park, Free Parkin, BBQ",259160721,Igor Laurent,,Fort Lauderdale,26.1293,-80.12813,Entire home/apt,,5,13,2024-05-19,0.58,2,0,8,
806544675597358737,Outdoor Heaven | Firepit & BBQ,8850957,Vanessa,,Fort Lauderdale,26.08639,-80.1579,Entire home/apt,322,2,70,2024-12-17,3.07,22,51,45,
806589443086354296,High Floor with Stunning Views  Amazing Pools,20234196,Stay Sol,,Hollywood,25.98707,-80.12029,Entire home/apt,298,4,2,2023-08-08,0.09,384,315,0,
806782559023742711,2bed/2bath category apt at beachwalk building,358439356,Hospedanos,,Hollywood,25.98684,-80.12201,Entire home/apt,222,3,10,2024-12-17,0.43,10,15,4,
807108319348758165,Luxury Family and Business Travel Home with Yard!,38467996,Zachary,,Oakland Park,26.1836433,-80.1414166,Entire home/apt,293,1,78,2024-12-15,3.85,17,358,54,
807134965290735383,Hyde beachhouse 3bdrm High Floor By Suite Vacays,496663445,Michael,,Hallandale Beach,25.98618,-80.12089,Entire home/apt,599,2,9,2024-11-29,0.48,1,359,6,
807149811140011750,Chic 2 Bedroom Home w/ yard near Hard Rock Casino,173247762,Craig,,Davie,26.03745,-80.24297,Entire home/apt,153,2,70,2024-12-21,3.80,1,66,42,
807215130906086975,Bermuda Isles Villas #24,494329252,Joe,,Lauderdale By The Sea,26.1941739,-80.09674690000001,Entire home/apt,204,2,20,2024-12-18,0.88,27,300,12,
807215739682203188,Bermuda Isles Villas #14,494329252,Joe,,Lauderdale By The Sea,26.1941739,-80.09674690000001,Entire home/apt,169,2,18,2024-11-19,0.82,27,328,11,
807215800126821228,Уютная комната в Форте,496763094,Yelyzaveta,,Plantation,26.11184,-80.26021,Private room,80,5,1,2023-01-25,0.04,1,89,0,
807268019628151634,Bermuda Isles Villas #29,494329252,Joe,,Lauderdale By The Sea,26.1941739,-80.09674690000001,Entire home/apt,204,3,18,2024-11-01,0.80,27,294,7,
807276785184146376,Bermuda Isles Villas #16,494329252,Joe,,Lauderdale By The Sea,26.1941739,-80.09674690000001,Entire home/apt,141,2,16,2024-11-15,0.71,27,330,11,
807522988388186692,(4D)  3 Minutes walk to Beach,90832283,Rebeca,,Pompano Beach,26.22682,-80.09186,Entire home/apt,156,3,17,2024-12-07,0.75,4,262,13,
807575415537241363,Beachfront apartment,348767016,Martin,,Hollywood,25.989975222063656,-80.11811099946499,Private room,180,30,3,2023-02-21,0.13,1,244,0,
807839471398436062,Wrap Around Balcony|Insane Amenities|Amazing Pools,381224394,Stay Sol,,Hollywood,25.98707,-80.12029,Entire home/apt,293,4,14,2024-12-10,0.64,31,299,6,
807954660774128538,Diamond Estates: Fort Lauderdale,63804079,Charlotte,,Fort Lauderdale,26.1467409,-80.11793399999999,Entire home/apt,591,2,12,2024-10-12,0.52,3,353,6,
807991744737743211,Bermuda Isles Villas #10,494329252,Joe,,Lauderdale By The Sea,26.1941739,-80.09674690000001,Entire home/apt,161,2,9,2024-11-22,0.40,27,333,4,
808011624635278127,Bermuda Isles Villas #25,494329252,Joe,,Lauderdale By The Sea,26.1941739,-80.09674690000001,Entire home/apt,194,3,9,2024-11-18,0.42,27,317,5,
808039767400607950,The Porch House-MidCentury,496961866,Carol,,Hollywood,26.0109942,-80.1376361,Entire home/apt,476,2,47,2024-12-21,2.02,1,228,24,
808110043942005757,Lovely 2BR 1st-Floor | Deck | Kitchenette,146029263,Vacasa Florida,,Hollywood,26.02124,-80.11561,Entire home/apt,304,1,1,2024-02-18,0.10,44,365,1,
808112928253187568,1BR Apartment-Ocean View Balcony-Beachfront Resort,20234196,Stay Sol,,Hollywood,25.9868062,-80.11864969999999,Entire home/apt,336,4,7,2023-10-29,0.30,384,341,0,
808147594116376763,2023Renovated StudioBeachWalk Great NorthBayViews!,1833853,Ricardo,,Hallandale Beach,25.98527,-80.12373,Entire home/apt,186,1,14,2024-08-15,0.61,164,310,5,
808147660348396723,2023Renovated 2BR Condo Amazing North WaterView!,1833853,Ricardo,,Hallandale Beach,25.98596,-80.12289,Entire home/apt,329,1,3,2024-05-01,0.14,164,310,2,
808159370641041505,Furnished penthouse oceanfront .,302600980,Forough,,Hollywood,25.99592,-80.11842,Entire home/apt,500,180,0,,,3,365,0,
808216993361913294,Spectacular Ocean View Beautiful Beachfront Condo,317536830,Olga,,Hollywood,25.988129290032003,-80.1179949281723,Entire home/apt,226,1,38,2024-12-25,2.30,1,178,34,
808560696242749324,Great Apartment at Hollywood Beach,481420086,Marisol,,Hollywood,26.0296305,-80.1150852,Entire home/apt,218,2,17,2024-12-17,0.73,5,91,11,
808597698725133559,Studio a few steps away from Hollywood Beach,481420086,Marisol,,Hollywood,26.0296305,-80.1150852,Entire home/apt,190,2,42,2024-12-21,1.81,5,92,26,
808619782792661762,Studio a few steps away from Hollywood Beach,481420086,Marisol,,Hollywood,26.0296305,-80.1150852,Entire home/apt,190,2,13,2024-11-25,0.57,5,81,5,
808651203779063854,Amazing Studio on Hollywood Beach,481420086,Marisol,,Hollywood,26.0296305,-80.1150852,Entire home/apt,118,2,29,2024-11-30,1.25,5,55,9,
808671108666306287,Sea Garden Studio Deluxe Resort,9296727,Jesse,,Pompano Beach,26.242692612836198,-80.08829504219686,Entire home/apt,,1,0,,,4,0,0,
808682243257171510,Casa Del Mar Beach Studio # 3,341732184,Vickie,,Hollywood,26.0086958,-80.1169898,Entire home/apt,185,1,1,2023-03-24,0.05,62,248,0,
808686543678111222,"Unit 506 week 6 Coconut Bay Resort Feb,11-18,2023",497098631,Mark,,Fort Lauderdale,26.137266,-80.10599739999999,Private room,,7,0,,,1,83,0,
808741548900605843,Ft Laud/Wilton Manors Townhouse,84354455,Keith R,,Fort Lauderdale,26.14051878159474,-80.14159633862305,Entire home/apt,250,3,16,2024-04-08,0.71,1,358,6,
808818435866374662,Home w/pool by PMI unit DFS,451642573,PMI Premium,,Deerfield Beach,26.31578,-80.09402,Entire home/apt,194,2,25,2024-12-06,1.07,31,275,12,
808821981696543808,Las Olas Hammocks Unit 2 By PMI,451642573,PMI Premium,,Fort Lauderdale,26.12093,-80.12874,Entire home/apt,131,1,34,2024-11-26,1.51,31,339,20,
